exchange_nr,source,company,means_of_exchange,ship_captain,orig_date_src,orig_yr,orig_date,orig_exact_date_yn,orig_loc_port_arch,orig_loc_region_arch,orig_loc_port_modern,orig_loc_region_modern,orig_loc_lat,orig_loc_long,dest_date_src,dest_yr,dest_date,dest_exact_date_yn,dest_loc_port_arch,dest_loc_region_arch,dest_loc_port,dest_loc_region,dest_loc_lat,dest_loc_long,textile_quantity,textile_unit,els_per_ps,supplier,textile_category,textile_subcategory,textile_name,textile_modifier_fulltext,textile_color_arch,textile_color_inf,textile_pattern_arch,textile_process_arch,textile_fiber_arch,textile_geography_arch,textile_quality_arch,textile_other_unknown_arch,textile_quality_inferred,ship_doc_total_arch,shipment_total_value,shipment_currency,total_value_guldens,total_value_stuivers,total_value_penningen,total_value_currency,total_value_other,ps_value_gulden,ps_value_stuivers,ps_value_penningen,ps_value_currency,additional_text_from_doc,notes_other,headerexplanations,httpsdocsgooglecomdocumentd1wnak,total_value_dutch_gulders
2002280,bgb_16224,VOC,Velserhoofd,"NA",est,1721,"NA","NA",Hooghly,Bengalen,Hooghly,Bengal (region in India and Bangladesh),"NA","NA",doc,1722,1722-01-08,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",x,ps,"NA","NA","NA","NA",sailcloth,-,"NA","NA","NA","NA","NA","NA","NA","NA","NA","282477,10,8","282477,10,8",Indian Guilders,8916,5,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",6241.398333333333
2002196,bgb_16217,VOC,Voorburg,"NA",est,1721,"NA",n,"NA",Coromandel,"NA","Coromandel, southeast coast of India","NA","NA",doc,1721,1721-11-16,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",3600.00,ps,"NA","NA","NA","NA",longijs,-,"NA","NA","NA","NA","NA","NA","NA","NA","NA","361486,2,12","361486,2,12",Indian Guilders,11855,12,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",8298.92
2002907,bgb_16668,VOC,Horstendaal,"NA",doc,1721,1721-10-03,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",est,1721,"NA",n,Bantam,Java,Banten,"Northwest Coast of Java, Indonesia","NA","NA",80.00,ps,"NA","NA","NA","NA",salempores,gemeen gebleekt Kust,"NA",white,"NA",bleached,"NA",Coast (presumed Coromandel),ordinary,"NA","NA","108106,18","108106,18",Indian Guilders,361,8,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",253.00333333333333
2003292,bgb_16787,VOC,Langerak,"NA",doc,1722,1722-02-08,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",est,1722,"NA",n,"NA",Timor,"NA",Indonesia,"NA","NA",2.00,ps,"NA","NA","NA","NA",muris,gebleekt grof Tuticorins,"NA",white,"NA",bleached,"NA",Tuticorin (Coromandel Coast),coarse,"NA","NA","13010,16","13010,16",Indian Guilders,6,5,8,Indian Guilders,"NA","NA","NA","NA","NA",geschenk voor Loli,"NA","NA","NA",4.3983333333333325
2001536,bgb_16474,VOC,Wassenaar,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",das,1722,1722-08-05,"NA",Rotterdam,Dutch Republic,Rotterdam,Netherlands,"NA","NA",80.00,ps,"NA","NA","NA","NA",sailcloth,Kust,"NA","NA","NA","NA","NA",Coast (presumed Coromandel),"NA","NA","NA","309330,1","309330,1",Indian Guilders,200,10,0,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6532.6; src_00058,"NA","NA",140.35
2000926,bgb_16448,VOC,Samson,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA","NA","NA","NA","NA",Zeeland,Dutch Republic,Middelburg,Netherlands,"NA","NA",560.00,ps,"NA","NA","NA","NA",salempores,blauw Kust,blue,"NA","NA","NA","NA",Coast (presumed Coromandel),"NA","NA","NA","368388,6,8","368388,6,8",Indian Guilders,3302,18,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6513.5, wrecked","NA","NA",2312.0299999999997
2000684,bgb_16426,VOC,Bleijenburg,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA","NA","NA","NA","NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",1000.00,ps,"NA","NA","NA","NA",neusdeuken,geschilderd Kust,"NA","NA","NA",painted,"NA",Coast (presumed Coromandel),"NA","NA","NA","449503,1,8","449503,1,8",Indian Guilders,2930,4,8,Indian Guilders,"NA","NA","NA","NA","NA",Wrecked between Batavia and the Cape,"DAS voyage 6508.1, wrecked","NA","NA",2051.163333333333
2001725,bgb_16982,VOC,Berbices,"NA",doc,1721,1721-11-22,y,Galle,Ceylon,Galle,Sri Lanka,"NA","NA",das,1722,1722-08-05,"NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",300.00,ps,"NA","NA","NA","NA",muris,rood,red,"NA","NA","NA",cotton,"NA","NA","NA","NA","250062,7","250062,7",Indian Guilders,1914,5,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6515.5; src_00056, src_00058","NA","NA",1339.975
2002388,bgb_16229,VOC,Zuiderbeek,"NA",est,1722,"NA",n,Surat,Surat,Surat,Northwest India,"NA","NA",doc,1722,1722-06-27,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",1.00,ps,"NA","NA","NA","NA",moir̩,gouden en zilveren,gold-silver,"NA","NA","NA","NA","NA","NA","NA","NA","261320,2","261320,2",Indian Guilders,740,3,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",518.1283333333332
2003131,bgb_16778,VOC,"Abbekerk, Huis ter Leede, Uitgang","NA",doc,1722,1722-01-27,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",est,1722,"NA",n,Banda-Neira,Spice Islands,Banda-Neira,"Maluku, Indonesia","NA","NA",400.00,ps,"NA","NA","NA","NA",gerras,Bengaals,"NA","NA","NA","NA","NA",Bengal,"NA","NA","NA","224221,14,8","224221,14,8",Indian Guilders,1176,16,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",823.7833333333332
2001489,bgb_16626,VOC,Strijkebolle,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",das,1722,1722-08-06,"NA",Enkhuizen,Dutch Republic,Enkhuizen,Netherlands,"NA","NA",50.00,ps,"NA","NA","NA","NA",tanjeebs,Bengaals,"NA","NA","NA","NA",cotton,Bengal,"NA","NA","NA","263208,5,8","263208,5,8",Indian Guilders,983,15,0,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6530.3; src_00058,"NA","NA",688.625
2002302,bgb_16225,VOC,"Anna Maria, Cats, unknown ship","NA",est,1721,"NA","NA",Hooghly,Bengalen,Hooghly,Bengal (region in India and Bangladesh),"NA","NA",doc,1722,1722-02-18,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",8000.00,ps,"NA","NA","NA","NA",mallemolens,-,"NA","NA","NA","NA","NA","NA","NA","NA","NA","1333231,12,8","1333231,12,8",Indian Guilders,69290,18,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",48503.65333333333
2002823,bgb_16661,VOC,Hopvogel,"NA",doc,1721,1721-09-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",est,1722,"NA",n,"NA",Persia,"NA",Iran,"NA","NA",2000.00,ps,"NA","NA","NA","NA",gerras,Bengaals,"NA","NA","NA","NA","NA",Bengal,"NA","NA","NA","97271,9","97271,9",Indian Guilders,6044,18,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",4231.429999999999
2001749,bgb_16986,VOC,Wendela,"NA",doc,1721,1721-11-22,y,Galle,Ceylon,Galle,Sri Lanka,"NA","NA",das,1722,1722-08-04,"NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",320.00,ps,"NA","NA","NA","NA",catches,ruw breed Tuticorins,"NA",natural,"NA","NA","NA",Tuticorin (Coromandel Coast),"NA","wide, raw","NA","142289,15,8","142289,15,8",Indian Guilders,1681,1,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6520.2; src_00056, src_00058","NA","NA",1176.7583333333332
2001754,bgb_16986,VOC,Wendela,"NA",doc,1721,1721-11-22,y,Galle,Ceylon,Galle,Sri Lanka,"NA","NA",das,1722,1722-08-04,"NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",400.00,ps,"NA","NA","NA","NA",catches,smal gebleekt Tuticorins,"NA",white,"NA",bleached,"NA",Tuticorin (Coromandel Coast),"NA",narrow,"NA","142289,15,8","142289,15,8",Indian Guilders,2244,8,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6520.2; src_00056, src_00058","NA","NA",1571.08
2001759,bgb_16986,VOC,Wendela,"NA",doc,1721,1721-11-22,y,Galle,Ceylon,Galle,Sri Lanka,"NA","NA",das,1722,1722-08-04,"NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",20.00,ps,"NA","NA","NA","NA",guinea-stuffs,grof ruw Tuticorins,"NA",natural,"NA","NA","NA",Tuticorin (Coromandel Coast),coarse,raw,"NA","142289,15,8","142289,15,8",Indian Guilders,187,17,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6520.2; src_00056, src_00058","NA","NA",131.51833333333332
2001758,bgb_16986,VOC,Wendela,"NA",doc,1721,1721-11-22,y,Galle,Ceylon,Galle,Sri Lanka,"NA","NA",das,1722,1722-08-04,"NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",2820.00,ps,"NA","NA","NA","NA",guinea-stuffs,grof gebleekt Tuticorins,"NA",white,"NA",bleached,"NA",Tuticorin (Coromandel Coast),coarse,"NA","NA","142289,15,8","142289,15,8",Indian Guilders,26051,19,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6520.2; src_00056, src_00058","NA","NA",18236.388333333332
2002930,bgb_16674,VOC,Anna Maria,"NA",doc,1722,1722-05-12,y,Batavia,Batavia,"NA","NA","NA","NA",est,1722,"NA",n,Bantam,Java,Banten,"Northwest Coast of Java, Indonesia","NA","NA",100.00,ps,"NA","NA","NA","NA",gingham,dronggangs Kust,"NA","NA","NA","NA","NA",Coast (presumed Coromandel),"NA",dronggangs,"NA","88213,18,8","88213,18,8",Indian Guilders,392,19,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",275.0883333333333
2000972,bgb_16458,VOC,Vaderland Getrouw,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,"NA","NA","NA","NA",das,1722,1722-08-08,"NA",Zeeland,Dutch Republic,Middelburg,Netherlands,"NA","NA",300.00,ps,"NA","NA","NA","NA",bethilles,otisaals Kust,"NA","NA","NA","NA",cotton,Coast (presumed Coromandel),"NA",otisaals,"NA",316728,316728,Indian Guilders,2528,7,0,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6531.5 (dep. Date 1721-12-17); src_00055,"NA","NA",1769.8449999999998
2002215,bgb_16218,VOC,Midloo,"NA",est,1721,"NA",n,"NA",Coromandel,"NA","Coromandel, southeast coast of India","NA","NA",doc,1722,1722-07-01,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",x50,ps,"NA","NA","NA","NA",roemaals,neusdoeken,"NA","NA","NA","NA","NA","NA","NA",handkerchief,"NA","434008,19,12","434008,19,12",Indian Guilders,15461,4,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",10822.863333333333
2000640,bgb_16324,VOC,Amstelveen,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA","NA","NA","NA","NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",150.00,ps,"NA","NA","NA","NA",tanjeebs,Bengaals,"NA","NA","NA","NA","NA",Bengal,"NA","NA","NA","432298,10,8","432298,10,8",Indian Guilders,2924,6,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6521.2, wrecked","NA","NA",2047.01
2000989,bgb_16458,VOC,Vaderland Getrouw,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,"NA","NA","NA","NA",das,1722,1722-08-08,"NA",Zeeland,Dutch Republic,Middelburg,Netherlands,"NA","NA",160.00,ps,"NA","NA","NA","NA",percallen,ruw Kust,"NA",natural,"NA","NA",cotton,Coast (presumed Coromandel),"NA",raw,"NA",316728,316728,Indian Guilders,357,2,8,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6531.5 (dep. Date 1721-12-17); src_00055,"NA","NA",249.99333333333334
2000755,bgb_16480,VOC,Huis te Foreest (fluitschip),"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA","NA","NA","NA","NA",Hoorn,Dutch Republic,Hoorn,Netherlands,"NA","NA",200.00,ps,"NA","NA","NA","NA",allibannes,Bengaals,"NA","NA","NA","NA","NA",Bengal,"NA","NA","NA","273028,1","273028,1",Indian Guilders,1460,14,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6522.1, wrecked","NA","NA",1022.49
2001751,bgb_16986,VOC,Wendela,"NA",doc,1721,1721-11-22,y,Galle,Ceylon,Galle,Sri Lanka,"NA","NA",das,1722,1722-08-04,"NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",320.00,ps,"NA","NA","NA","NA",peroemoenemolam,ruw Tuticorins,"NA",natural,"NA","NA","NA",Tuticorin (Coromandel Coast),"NA",raw,"NA","142289,15,8","142289,15,8",Indian Guilders,1517,4,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6520.2; src_00056, src_00058","NA","NA",1062.0633333333333
2001756,bgb_16986,VOC,Wendela,"NA",doc,1721,1721-11-22,y,Galle,Ceylon,Galle,Sri Lanka,"NA","NA",das,1722,1722-08-04,"NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",40.00,ps,"NA","NA","NA","NA",sailclothing,ruw Tuticorins,"NA",natural,"NA","NA",cotton,Tuticorin (Coromandel Coast),"NA",raw,"NA","142289,15,8","142289,15,8",Indian Guilders,142,18,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6520.2; src_00056, src_00058","NA","NA",100.03
2003408,bgb_16960,VOC,"Mangiecole (phaar), Coijlang (phaar)","NA",doc,1722,1722-08-31,y,Nagapattinam,Coromandel,Nagapattinam,"Coromandel, southeast coast of India","NA","NA",est,1722,"NA",n,Jaffna,Ceylon,Jafna,Sri Lanka,"NA","NA",640.00,ps,"NA","NA","NA","NA",salempores,ruw,"NA",natural,"NA","NA","NA","NA","NA",raw,"NA","4716,0,8","4716,0,8",Indian Guilders,2877,12,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",2014.343333333333
2003242,bgb_16787,VOC,Langerak,"NA",doc,1722,1722-02-08,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",est,1722,"NA",n,"NA",Timor,"NA",Indonesia,"NA","NA",2.00,ps,"NA","NA","NA","NA",gingham,geruit Kust,"NA","NA",checkered,"NA","NA",Coast (presumed Coromandel),"NA","NA","NA","13010,16","13010,16",Indian Guilders,19,1,0,Indian Guilders,"NA","NA","NA","NA","NA",geschenk voor de regent van Sonbai,"NA","NA","NA",13.334999999999999
2003481,bgb_17063,VOC,Meijenburg,"NA",doc,1722,1722-08-27,y,Nagapattinam,Coromandel,Nagapattinam,"Coromandel, southeast coast of India","NA","NA",est,1722,"NA",n,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",4000.00,ps,"NA","NA","NA","NA",dasje,bethilles,"NA","NA","NA","NA","NA","NA","NA",bethilles (note: this is also a textile type),"NA","679245,10","679245,10",Indian Guilders,3546,0,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",2482.2
2001720,bgb_16982,VOC,Berbices,"NA",doc,1721,1721-11-22,y,Galle,Ceylon,Galle,Sri Lanka,"NA","NA",das,1722,1722-08-05,"NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",4520.00,ps,"NA","NA","NA","NA",guinea-stuffs,grof gebleekt Tuticorins,"NA",white,"NA",bleached,"NA",Tuticorin (Coromandel Coast),coarse,"NA","NA","250062,7","250062,7",Indian Guilders,41425,4,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6515.5; src_00056, src_00058","NA","NA",28997.639999999996
2003291,bgb_16787,VOC,Langerak,"NA",doc,1722,1722-02-08,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",est,1722,"NA",n,"NA",Timor,"NA",Indonesia,"NA","NA",4.00,ps,"NA","NA","NA","NA",chintz,Bengaals,"NA","NA","NA","NA","NA",Bengal,"NA","NA","NA","13010,16","13010,16",Indian Guilders,13,8,0,Indian Guilders,"NA","NA","NA","NA","NA",geschenk voor Loli,"NA","NA","NA",9.379999999999999
2001672,bgb_16467,VOC,Den Dam,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,"NA","NA","NA","NA",das,1722,1722-08-05,"NA",Delft,Dutch Republic,Delft,Netherlands,"NA","NA",80.00,ps,"NA","NA","NA","NA",bethilles,cangan Bengaals,"NA","NA","NA","NA",cotton,Bengal,"NA",cangan,"NA","279449,16","279449,16",Indian Guilders,827,5,8,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6524.2; src_00058,"NA","NA",579.0983333333332
2001606,bgb_16432,VOC,Westerdijkshorn,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",das,1722,1722-08-03,"NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",400.00,ps,"NA","NA","NA","NA",allibannes,Bengaals,"NA","NA","NA","NA",cotton,Bengal,"NA","NA","NA","429509,17","429509,17",Indian Guilders,2641,19,0,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6533.4; src_00058,"NA","NA",1849.3649999999998
2000631,bgb_16324,VOC,Amstelveen,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA","NA","NA","NA","NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",2000.00,ps,"NA","NA","NA","NA",gerras,Bengaals,"NA","NA","NA","NA","NA",Bengal,"NA","NA","NA","432298,10,8","432298,10,8",Indian Guilders,6065,2,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6521.2, wrecked","NA","NA",4245.593333333333
2001760,bgb_16986,VOC,Wendela,"NA",doc,1721,1721-11-22,y,Galle,Ceylon,Galle,Sri Lanka,"NA","NA",das,1722,1722-08-04,"NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",240.00,ps,"NA","NA","NA","NA",salempores,grof ruw Tuticorins,"NA",natural,"NA","NA",cotton,Tuticorin (Coromandel Coast),coarse,raw,"NA","142289,15,8","142289,15,8",Indian Guilders,1005,12,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6520.2; src_00056, src_00058","NA","NA",703.92
2001223,bgb_16439,VOC,Amsterdam,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",das,1722,1722-07-26,"NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",960.00,ps,"NA","NA","NA","NA",dungarees,gebleekt Kust,"NA",white,"NA",bleached,cotton,Coast (presumed Coromandel),"NA","NA","NA","331340,17,8","331340,17,8",Indian Guilders,2547,5,8,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6523.2; src_00058,"NA","NA",1783.0983333333331
2002852,bgb_16666,VOC,"Arendsduin, Baanman","NA",doc,1722,1722-05-31,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",est,1722,"NA",n,Padang,"West Sumatra, Indonesia",Padang,"West Sumatra, Indonesia","NA","NA",1280.00,ps,"NA","NA","NA","NA",percallen,gemeen gebleekt Kust,"NA",white,"NA",bleached,"NA",Coast (presumed Coromandel),ordinary,"NA","NA","38862,12,8","38862,12,8",Indian Guilders,2827,12,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",1979.343333333333
2001632,bgb_16432,VOC,Westerdijkshorn,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,"NA","NA","NA","NA",das,1722,1722-08-03,"NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",800.00,ps,"NA","NA","NA","NA",chintz,chiaboutria Surats,"NA","NA","NA","NA",cotton,Surat,"NA",chiaboutria,"NA","429509,17","429509,17",Indian Guilders,3265,12,0,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6533.4; src_00058,"NA","NA",2285.9199999999996
2001583,bgb_16432,VOC,Westerdijkshorn,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",das,1722,1722-08-03,"NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",200.00,ps,"NA","NA","NA","NA",bethilles,tarnatannes Kust,"NA","NA","NA","NA",cotton,Coast (presumed Coromandel),"NA",tarnatannes,"NA","429509,17","429509,17",Indian Guilders,1671,14,0,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6533.4; src_00058,"NA","NA",1170.19
2001553,bgb_16474,VOC,Wassenaar,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",das,1722,1722-08-05,"NA",Rotterdam,Dutch Republic,Rotterdam,Netherlands,"NA","NA",180.00,ps,"NA","NA","NA","NA",hammans,Bengaals,"NA","NA","NA","NA",cotton,Bengal,"NA","NA","NA","309330,1","309330,1",Indian Guilders,1614,6,0,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6532.6; src_00058,"NA","NA",1130.01
2002183,bgb_16217,VOC,Voorburg,"NA",est,1721,"NA",n,"NA",Coromandel,"NA","Coromandel, southeast coast of India","NA","NA",doc,1721,1721-11-16,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",480.00,ps,"NA","NA","NA","NA",guinea-stuffs,fijn gebleekt,"NA",white,"NA",bleached,"NA","NA",fine,"NA","NA","361486,2,12","361486,2,12",Indian Guilders,11123,13,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",7786.578333333332
2001670,bgb_16467,VOC,Den Dam,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",das,1722,1722-08-05,"NA",Delft,Dutch Republic,Delft,Netherlands,"NA","NA",200.00,ps,"NA","NA","NA","NA",allibannes,Bengaals,"NA","NA","NA","NA",cotton,Bengal,"NA","NA","NA","279449,16","279449,16",Indian Guilders,1301,0,0,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6524.2; src_00058,"NA","NA",910.6999999999999
2001919,bgb_16168,VOC,Barbestein,"NA",das,1721,1721-05-21,y,Delft,Dutch Republic,Delft,Netherlands,"NA","NA",doc,1722,1722-01-24,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",x,ps,"NA","NA","NA","NA",grein,-,"NA","NA","NA","NA","NA","NA","NA","NA","NA","275196,1,8","275196,1,8",Indian Guilders,1082,1,0,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 2459.2,"NA","NA",757.435
2001190,bgb_16479,VOC,Noorderkwartier,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",das,1722,1722-07-27,"NA",Hoorn,Dutch Republic,Hoorn,Netherlands,"NA","NA",100.00,ps,"NA","NA","NA","NA",gingham,taffachelas Bengaals,"NA","NA","NA","NA",cotton,Bengal,"NA",taffachelas,"NA","265094,19","265094,19",Indian Guilders,528,19,8,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6528.5; src_00057; src_00058,"NA","NA",370.2883333333333
2001769,bgb_16990,VOC,Hoedekenskerke,"NA",doc,1721,1721-11-22,y,Galle,Ceylon,Galle,Sri Lanka,"NA","NA",das,1722,1722-08-04,"NA",Zeeland,Dutch Republic,Middelburg,Netherlands,"NA","NA",320.00,ps,"NA","NA","NA","NA",catches,ruw breed Tuticorins,"NA",natural,"NA","NA","NA",Tuticorin (Coromandel Coast),"NA","wide, raw","NA","163813,6","163813,6",Indian Guilders,1648,17,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6517.6; src_00056, src_00058","NA","NA",1154.195
2003495,bgb_17063,VOC,Meijenburg,"NA",doc,1722,1722-08-27,y,Nagapattinam,Coromandel,Nagapattinam,"Coromandel, southeast coast of India","NA","NA",est,1722,"NA",n,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",2560.00,ps,"NA","NA","NA","NA",percallen,rood,red,"NA","NA","NA","NA","NA","NA","NA","NA","679245,10","679245,10",Indian Guilders,10465,18,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",7326.129999999999
2001587,bgb_16432,VOC,Westerdijkshorn,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",das,1722,1722-08-03,"NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",1000.00,ps,"NA","NA","NA","NA",dasje,Kust,"NA","NA","NA","NA",silk,Coast (presumed Coromandel),"NA","NA","NA","429509,17","429509,17",Indian Guilders,915,8,8,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6533.4; src_00058,"NA","NA",640.8033333333333
2000681,bgb_16426,VOC,Bleijenburg,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA","NA","NA","NA","NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",320.00,ps,"NA","NA","NA","NA",percallen,blauw Kust,blue,"NA","NA","NA","NA",Coast (presumed Coromandel),"NA","NA","NA","449503,1,8","449503,1,8",Indian Guilders,981,8,8,Indian Guilders,"NA","NA","NA","NA","NA",Wrecked between Batavia and the Cape,"DAS voyage 6508.1, wrecked","NA","NA",687.0033333333332
2001463,bgb_16626,VOC,Strijkebolle,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,"NA","NA","NA","NA",das,1722,1722-08-06,"NA",Enkhuizen,Dutch Republic,Enkhuizen,Netherlands,"NA","NA",220.00,ps,"NA","NA","NA","NA",guinea-stuffs,ruw Kust,"NA",natural,"NA","NA",cotton,Coast (presumed Coromandel),"NA",raw,"NA","263208,5,8","263208,5,8",Indian Guilders,2226,2,8,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6530.3; src_00058,"NA","NA",1558.293333333333
2001480,bgb_16626,VOC,Strijkebolle,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",das,1722,1722-08-06,"NA",Enkhuizen,Dutch Republic,Enkhuizen,Netherlands,"NA","NA",1016.00,ps,"NA","NA","NA","NA",douriasten,Bengaals,"NA","NA","NA","NA","NA",Bengal,"NA","NA","NA","263208,5,8","263208,5,8",Indian Guilders,15033,5,0,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6530.3; src_00058,"NA","NA",10523.275
